step,local_time,ghi,elevation,azimuth,t2m,led,sun_angle
520,2013-06-03 20:48:00,0.0,-6.32,300.56,27.68,0,180
521,2013-06-03 20:50:24,0.0,-6.79,300.87,27.57,0,180
522,2013-06-03 20:52:48,0.0,-7.26,301.19,27.47,0,180
523,2013-06-03 20:55:12,0.0,-7.73,301.5,27.37,0,180
524,2013-06-03 20:57:36,0.0,-8.19,301.81,27.26,0,180
525,2013-06-03 21:00:00,0.0,-8.66,302.12,27.16,0,180
526,2013-06-03 21:02:24,0.0,-9.08,302.5,27.11,0,180
527,2013-06-03 21:04:48,0.0,-9.5,302.87,27.05,0,180
528,2013-06-03 21:07:12,0.0,-9.91,303.25,27.0,0,180
529,2013-06-03 21:09:36,0.0,-10.33,303.63,26.95,0,180
530,2013-06-03 21:12:00,0.0,-10.75,304.0,26.9,0,180
531,2013-06-03 21:14:24,0.0,-11.16,304.38,26.84,0,180
532,2013-06-03 21:16:48,0.0,-11.58,304.76,26.79,0,180
533,2013-06-03 21:19:12,0.0,-12.0,305.13,26.74,0,180
534,2013-06-03 21:21:36,0.0,-12.42,305.51,26.68,0,180
535,2013-06-03 21:24:00,0.0,-12.83,305.89,26.63,0,180
536,2013-06-03 21:26:24,0.0,-13.25,306.26,26.58,0,180
537,2013-06-03 21:28:48,0.0,-13.67,306.64,26.53,0,180
538,2013-06-03 21:31:12,0.0,-14.08,307.02,26.47,0,180
539,2013-06-03 21:33:36,0.0,-14.5,307.39,26.42,0,180
540,2013-06-03 21:36:00,0.0,-14.92,307.77,26.37,0,180
541,2013-06-03 21:38:24,0.0,-15.34,308.15,26.32,0,180
542,2013-06-03 21:40:48,0.0,-15.75,308.52,26.26,0,180
543,2013-06-03 21:43:12,0.0,-16.17,308.9,26.21,0,180
544,2013-06-03 21:45:36,0.0,-16.59,309.28,26.16,0,180
545,2013-06-03 21:48:00,0.0,-17.0,309.65,26.1,0,180
546,2013-06-03 21:50:24,0.0,-17.42,310.03,26.05,0,180
547,2013-06-03 21:52:48,0.0,-17.84,310.41,26.0,0,180
548,2013-06-03 21:55:12,0.0,-18.26,310.78,25.95,0,180
549,2013-06-03 21:57:36,0.0,-18.67,311.16,25.89,0,180
550,2013-06-03 22:00:00,0.0,-19.09,311.54,25.84,0,180
551,2013-06-03 22:02:24,0.0,-19.44,312.0,25.81,0,180
552,2013-06-03 22:04:48,0.0,-19.8,312.47,25.78,0,180
553,2013-06-03 22:07:12,0.0,-20.15,312.94,25.75,0,180
554,2013-06-03 22:09:36,0.0,-20.5,313.4,25.72,0,180
555,2013-06-03 22:12:00,0.0,-20.86,313.87,25.69,0,180
556,2013-06-03 22:14:24,0.0,-21.21,314.34,25.66,0,180
557,2013-06-03 22:16:48,0.0,-21.56,314.8,25.63,0,180
558,2013-06-03 22:19:12,0.0,-21.92,315.27,25.6,0,180
559,2013-06-03 22:21:36,0.0,-22.27,315.74,25.57,0,180
560,2013-06-03 22:24:00,0.0,-22.62,316.2,25.54,0,180
561,2013-06-03 22:26:24,0.0,-22.98,316.67,25.51,0,180
562,2013-06-03 22:28:48,0.0,-23.33,317.13,25.48,0,180
563,2013-06-03 22:31:12,0.0,-23.68,317.6,25.45,0,180
564,2013-06-03 22:33:36,0.0,-24.04,318.07,25.42,0,180
565,2013-06-03 22:36:00,0.0,-24.39,318.53,25.39,0,180
566,2013-06-03 22:38:24,0.0,-24.74,319.0,25.36,0,180
567,2013-06-03 22:40:48,0.0,-25.1,319.47,25.33,0,180
568,2013-06-03 22:43:12,0.0,-25.45,319.93,25.3,0,180
569,2013-06-03 22:45:36,0.0,-25.8,320.4,25.27,0,180
570,2013-06-03 22:48:00,0.0,-26.16,320.87,25.24,0,180
571,2013-06-03 22:50:24,0.0,-26.51,321.33,25.21,0,180
572,2013-06-03 22:52:48,0.0,-26.86,321.8,25.18,0,180
573,2013-06-03 22:55:12,0.0,-27.22,322.27,25.15,0,180
574,2013-06-03 22:57:36,0.0,-27.57,322.73,25.12,0,180
575,2013-06-03 23:00:00,0.0,-27.93,323.2,25.09,0,180
576,2013-06-03 23:02:24,0.0,-27.93,323.2,25.09,0,180
577,2013-06-03 23:04:48,0.0,-27.93,323.2,25.09,0,180
578,2013-06-03 23:07:12,0.0,-27.93,323.2,25.09,0,180
579,2013-06-03 23:09:36,0.0,-27.93,323.2,25.09,0,180
580,2013-06-03 23:12:00,0.0,-27.93,323.2,25.09,0,180
581,2013-06-03 23:14:24,0.0,-27.93,323.2,25.09,0,180
582,2013-06-03 23:16:48,0.0,-27.93,323.2,25.09,0,180
583,2013-06-03 23:19:12,0.0,-27.93,323.2,25.09,0,180
584,2013-06-03 23:21:36,0.0,-27.93,323.2,25.09,0,180
585,2013-06-03 23:24:00,0.0,-27.93,323.2,25.09,0,180
586,2013-06-03 23:26:24,0.0,-27.93,323.2,25.09,0,180
587,2013-06-03 23:28:48,0.0,-27.93,323.2,25.09,0,180
588,2013-06-03 23:31:12,0.0,-27.93,323.2,25.09,0,180
589,2013-06-03 23:33:36,0.0,-27.93,323.2,25.09,0,180
590,2013-06-03 23:36:00,0.0,-27.93,323.2,25.09,0,180
591,2013-06-03 23:38:24,0.0,-27.93,323.2,25.09,0,180
592,2013-06-03 23:40:48,0.0,-27.93,323.2,25.09,0,180
593,2013-06-03 23:43:12,0.0,-27.93,323.2,25.09,0,180
594,2013-06-03 23:45:36,0.0,-27.93,323.2,25.09,0,180
595,2013-06-03 23:48:00,0.0,-27.93,323.2,25.09,0,180
596,2013-06-03 23:50:24,0.0,-27.93,323.2,25.09,0,180
597,2013-06-03 23:52:48,0.0,-27.93,323.2,25.09,0,180
598,2013-06-03 23:55:12,0.0,-27.93,323.2,25.09,0,180
599,2013-06-03 23:57:36,0.0,-27.93,323.2,25.09,0,180
